# Particle hit data
# each point represents a hit with specified energy (in 1/s)
225.0, 327.0, 143.0, 408.0, 306.0, 327.0, 612.0, 184.0, 347.0, 266.0, 327.0, 510.0, 592.0, 449.0, 225.0, 306.0, 653.0, 877.0, 531.0, 245.0, 225.0, 367.0, 367.0, 225.0, 347.0, 266.0, 347.0, 755.0, 266.0, 306.0, 429.0, 164.0, 164.0, 266.0, 755.0, 225.0, 612.0, 347.0, 734.0, 877.0, 571.0, 123.0, 429.0, 266.0, 306.0, 225.0, 714.0, 245.0, 286.0, 266.0, 347.0, 653.0, 164.0, 82.0, 286.0, 531.0, 102.0, 245.0, 408.0, 429.0, 327.0, 775.0, 204.0, 388.0, 592.0, 143.0, 286.0, 449.0, 204.0, 367.0, 429.0, 490.0, 245.0, 469.0, 184.0, 551.0, 245.0, 306.0, 551.0, 469.0, 367.0, 82.0, 347.0, 266.0, 184.0, 571.0, 469.0, 327.0, 62.0, 164.0, 266.0, 449.0, 306.0, 490.0, 164.0, 633.0, 286.0, 673.0, 143.0, 449.0
123.0, 164.0, 510.0, 184.0, 734.0, 367.0, 204.0, 286.0, 245.0, 306.0, 408.0, 245.0, 408.0, 225.0, 245.0, 490.0, 592.0, 816.0, 551.0, 367.0, 673.0, 347.0, 571.0, 510.0, 102.0, 347.0, 408.0, 551.0, 367.0, 184.0, 266.0, 327.0, 347.0, 429.0, 551.0, 286.0, 266.0, 367.0, 592.0, 388.0, 673.0, 408.0, 164.0, 266.0, 266.0, 347.0, 490.0, 204.0, 347.0, 796.0, 184.0, 347.0, 510.0, 408.0, 245.0, 388.0, 388.0, 449.0, 714.0, 102.0, 164.0, 449.0, 796.0, 306.0, 408.0, 612.0, 164.0, 306.0, 102.0, 286.0, 286.0, 367.0, 245.0, 184.0, 327.0, 429.0, 959.0, 245.0, 429.0, 490.0, 164.0, 449.0, 429.0, 408.0, 164.0, 225.0, 633.0, 734.0, 266.0, 306.0, 327.0, 449.0, 327.0, 143.0, 592.0, 408.0, 653.0, 123.0, 286.0, 306.0
510.0, 367.0, 245.0, 347.0, 184.0, 592.0, 571.0, 327.0, 531.0, 164.0, 306.0, 531.0, 469.0, 429.0, 653.0, 469.0, 979.0, 327.0, 408.0, 123.0, 143.0, 408.0, 367.0, 184.0, 306.0, 429.0, 184.0, 673.0, 388.0, 347.0, 633.0, 734.0, 123.0, 245.0, 408.0, 306.0, 755.0, 164.0, 204.0, 694.0, 245.0, 694.0, 449.0, 327.0, 347.0, 388.0, 306.0, 286.0, 184.0, 327.0, 327.0, 225.0, 184.0, 388.0, 164.0, 225.0, 979.0, 796.0, 367.0, 469.0, 164.0, 796.0, 531.0, 204.0, 306.0, 327.0, 408.0, 490.0, 327.0, 367.0, 102.0, 306.0, 143.0, 531.0, 286.0, 123.0, 164.0, 327.0, 102.0, 408.0, 531.0, 164.0, 266.0, 327.0, 327.0, 449.0, 123.0, 979.0, 204.0, 531.0, 286.0, 286.0, 429.0, 123.0, 204.0, 551.0, 633.0, 347.0, 266.0, 204.0
143.0, 388.0, 164.0, 164.0, 429.0, 143.0, 204.0, 429.0, 388.0, 408.0, 245.0, 184.0, 347.0, 510.0, 408.0, 510.0, 143.0, 367.0, 306.0, 123.0, 286.0, 184.0, 490.0, 143.0, 449.0, 327.0, 367.0, 531.0, 123.0, 204.0, 327.0, 347.0, 408.0, 408.0, 673.0, 918.0, 490.0, 633.0, 164.0, 286.0, 408.0, 429.0, 245.0, 388.0, 653.0, 469.0, 225.0, 979.0, 694.0, 306.0, 408.0, 347.0, 102.0, 102.0, 327.0, 327.0, 266.0, 204.0, 266.0, 959.0, 469.0, 388.0, 408.0, 266.0, 449.0, 266.0, 143.0, 225.0, 510.0, 102.0, 204.0, 388.0, 449.0, 286.0, 204.0, 469.0, 469.0, 164.0, 184.0, 164.0, 306.0, 347.0, 449.0, 734.0, 286.0, 510.0, 469.0, 612.0, 245.0, 367.0, 694.0, 225.0, 510.0, 306.0, 408.0, 469.0, 490.0, 225.0, 694.0, 347.0
184.0, 449.0, 245.0, 775.0, 306.0, 225.0, 408.0, 388.0, 449.0, 347.0, 367.0, 225.0, 490.0, 347.0, 164.0, 143.0, 266.0, 347.0, 164.0, 306.0, 469.0, 571.0, 796.0, 449.0, 571.0, 266.0, 531.0, 449.0, 571.0, 734.0, 266.0, 449.0, 367.0, 327.0, 449.0, 510.0, 164.0, 836.0, 694.0, 429.0, 327.0, 367.0, 245.0, 184.0, 184.0, 388.0, 164.0, 490.0, 102.0, 388.0, 408.0, 408.0, 266.0, 408.0, 123.0, 347.0, 469.0, 531.0, 531.0, 347.0, 164.0, 266.0, 306.0, 367.0, 164.0, 204.0, 102.0, 510.0, 388.0, 367.0, 551.0, 327.0, 571.0, 877.0, 123.0, 225.0, 551.0, 490.0, 490.0, 204.0, 490.0, 551.0, 877.0, 653.0, 82.0, 306.0, 388.0, 510.0, 306.0, 449.0, 164.0, 306.0, 347.0, 408.0, 286.0, 408.0, 510.0, 673.0, 327.0, 347.0
82.0, 225.0, 347.0, 347.0, 184.0, 266.0, 306.0, 571.0, 286.0, 184.0, 429.0, 245.0, 184.0, 184.0, 306.0, 347.0, 429.0, 551.0, 510.0, 531.0, 551.0, 551.0, 449.0, 306.0, 286.0, 755.0, 266.0, 245.0, 327.0, 510.0, 694.0, 918.0, 796.0, 266.0, 286.0, 408.0, 429.0, 918.0, 164.0, 571.0, 571.0, 327.0, 408.0, 143.0, 327.0, 123.0, 225.0, 245.0, 266.0, 388.0, 408.0, 592.0, 408.0, 510.0, 408.0, 306.0, 327.0, 429.0, 429.0, 449.0, 204.0, 164.0, 347.0, 245.0, 143.0, 408.0, 204.0, 286.0, 490.0, 531.0, 633.0, 347.0, 449.0, 490.0, 306.0, 245.0, 429.0, 225.0, 367.0, 286.0, 531.0, 816.0, 225.0, 469.0, 286.0, 551.0, 102.0, 836.0, 164.0, 877.0, 694.0, 551.0, 327.0, 347.0, 592.0, 367.0, 571.0, 225.0, 327.0, 673.0
184.0, 714.0, 266.0, 225.0, 469.0, 653.0, 714.0, 286.0, 123.0, 266.0, 306.0, 347.0, 123.0, 123.0, 164.0, 449.0, 490.0, 164.0, 204.0, 429.0, 204.0, 714.0, 164.0, 327.0, 306.0, 653.0, 286.0, 633.0, 490.0, 204.0, 266.0, 225.0, 347.0, 245.0, 245.0, 571.0, 286.0, 918.0, 367.0, 82.0, 469.0, 286.0, 633.0, 204.0, 204.0, 102.0, 143.0, 225.0, 734.0, 306.0, 388.0, 408.0, 347.0, 347.0, 633.0, 286.0, 510.0, 266.0, 327.0, 449.0, 286.0, 531.0, 714.0, 653.0, 327.0, 225.0, 469.0, 408.0, 367.0, 469.0, 653.0, 123.0, 184.0, 551.0, 123.0, 286.0, 469.0, 225.0, 429.0, 449.0, 551.0, 102.0, 673.0, 164.0, 327.0, 367.0, 164.0, 204.0, 388.0, 429.0, 449.0, 123.0, 429.0, 388.0, 367.0, 388.0, 143.0, 225.0, 408.0, 327.0
245.0, 408.0, 469.0, 490.0, 367.0, 266.0, 204.0, 327.0, 388.0, 510.0, 673.0, 714.0, 204.0, 62.0, 184.0, 41.0, 327.0, 204.0, 388.0, 551.0, 571.0, 367.0, 388.0, 164.0, 408.0, 266.0, 469.0, 429.0, 225.0, 245.0, 286.0, 204.0, 266.0, 266.0, 388.0, 184.0, 653.0, 204.0, 367.0, 694.0, 143.0, 734.0, 408.0, 408.0, 429.0, 734.0, 123.0, 408.0, 347.0, 266.0, 592.0, 245.0, 266.0, 592.0, 327.0, 388.0, 449.0, 327.0, 306.0, 429.0, 694.0, 388.0, 449.0, 836.0, 531.0, 531.0, 510.0, 531.0, 388.0, 184.0, 469.0, 469.0, 286.0, 367.0, 327.0, 408.0, 204.0, 877.0, 510.0, 775.0, 734.0, 225.0, 388.0, 266.0, 388.0, 388.0, 592.0, 123.0, 531.0, 449.0, 225.0, 286.0, 286.0, 490.0, 388.0, 918.0, 184.0, 143.0, 225.0, 653.0
469.0, 429.0, 469.0, 21.0, 164.0, 408.0, 164.0, 388.0, 123.0, 429.0, 469.0, 164.0, 306.0, 143.0, 306.0, 266.0, 306.0, 408.0, 653.0, 286.0, 469.0, 164.0, 225.0, 123.0, 367.0, 245.0, 266.0, 490.0, 510.0, 653.0, 327.0, 449.0, 653.0, 633.0, 449.0, 816.0, 266.0, 347.0, 347.0, 347.0, 266.0, 327.0, 877.0, 510.0, 204.0, 959.0, 225.0, 225.0, 143.0, 612.0, 408.0, 388.0, 592.0, 245.0, 388.0, 551.0, 714.0, 164.0, 327.0, 204.0, 347.0, 653.0, 286.0, 531.0, 469.0, 225.0, 245.0, 184.0, 490.0, 592.0, 796.0, 490.0, 571.0, 633.0, 694.0, 551.0, 571.0, 592.0, 490.0, 225.0, 469.0, 225.0, 551.0, 143.0, 266.0, 306.0, 429.0, 510.0, 388.0, 266.0, 429.0, 592.0, 225.0, 490.0, 164.0, 531.0, 734.0, 143.0, 918.0, 225.0
327.0, 306.0, 164.0, 306.0, 408.0, 143.0, 388.0, 449.0, 204.0, 306.0, 449.0, 327.0, 327.0, 714.0, 286.0, 551.0, 327.0, 408.0, 694.0, 306.0, 123.0, 612.0, 204.0, 449.0, 531.0, 245.0, 347.0, 164.0, 571.0, 21.0, 327.0, 62.0, 429.0, 184.0, 245.0, 286.0, 306.0, 673.0, 531.0, 286.0, 408.0, 143.0, 408.0, 531.0, 612.0, 41.0, 714.0, 877.0, 143.0, 327.0, 429.0, 306.0, 571.0, 286.0, 123.0, 286.0, 367.0, 306.0, 306.0, 938.0, 367.0, 204.0, 245.0, 245.0, 490.0, 143.0, 327.0, 592.0, 1000.0, 449.0, 347.0, 408.0, 225.0, 388.0, 102.0, 143.0, 531.0, 551.0, 429.0, 306.0, 449.0, 184.0, 469.0, 734.0, 184.0, 816.0, 204.0, 510.0, 306.0, 429.0, 816.0, 164.0, 102.0, 286.0, 306.0, 102.0, 490.0, 592.0, 633.0, 41.0
